DATASET_HEATMAP
SEPARATOR,COMMA
DATASET_LABEL,pathways
COLOR,#ff0000
FIELD_LABELS,Cysteine.Biosynthesis,Sulfite.Export,Methanethiol.Degradation,Cysteine.Degradation,Coenzyme.A.Degradation,S.adenosyl.L.homocysteine.degradation,Cysteate.Degradation,DMSP.degradation,Biotin.Degradation,N.acetyltaurine.Transport,Sulfoacetaldehyde.Degradation,Isethionate.Transport,DHPS.Transporter,Methionine.Synthesis,X3.Mercaptopyruvate.Degradation,Glutathione.Synthesis,Glutathione.disulfide.degradation.and.synthesis,Biotin.Transport,Taurine.Degradation,DHPS.Degradation,Methanethiol.Synthesis,Methionine.Degradation,Hypotaurine.Degradation,Taurine.Transport,Methanesulfonate.Degradation,Choline.O.sulfate.Transport,Methionine.Transport,Sulfolactate.degradation,Sulfopyruvate.Degradation,Methionine...N.Acyl.L.homoserine.lactone,SO4thiosulfate.transporter,Dimethylsulfoxide.Degradation,Choline.O.sulfate.Degradation,Dimethylsulfone.Degradation,Glutathione.Transporter,Sulfite.Dehydrogenase
MALA_SAMN05422175_METAG_FFGBGOJL,1,1,1,0.5,1,1,1,0,1,0,0,1,1,0.75,1,1,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALA_SAMN05422175_METAG_FLAPKNAB,1,1,1,1,1,1,0,1,1,1,1,0,0,0.833333333,1,0.5,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
MALA_SAMN05422175_METAG_GACELPJF,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
MALA_SAMN05422175_METAG_JCAGPLKC,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0.5,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.333333333,0,0,0
MALA_SAMN05422175_METAG_KDIDFBEA,0.5,1,1,0.5,1,1,1,1,0,0,1,1,1,0.75,1,1,0,1,0,0,0,0.666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MALA_SAMN05422175_METAG_LCAKIIIE,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0.5,0,0,0,0,0,0.666666667,0,0,0,1,0,0,0,0,1,0,0,0,0,0
MALA_SAMN05422175_METAG_LHAMIEAO,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422175_METAG_OLCMIKIN,1,1,1,1,1,1,1,1,1,1,0,1,1,0.666666667,0,0.5,0,0,0,0,1,0.666666667,0,0,1,0,0,0,0,0,1,0,0.333333333,0,0,0
MALA_SAMN05422183_METAG_ADJPCION,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422183_METAG_BBAJNPHA,1,1,1,1,1,1,1,0,1,1,0,1,1,0.666666667,0,0.5,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422183_METAG_CBHNIAPB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALA_SAMN05422183_METAG_DDAFPEJC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0.666666667,0,0,0
MALA_SAMN05422183_METAG_DLKMODBD,1,0,1,1,1,1,1,1,1,0,0,1,1,0.833333333,0,0.5,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422183_METAG_FCADMKDN,1,1,1,0.5,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
MALA_SAMN05422183_METAG_FJPIDOJG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0.666666667,0,0,0,0,0,1,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422183_METAG_GHINLHJE,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0.5,0,0,1,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALA_SAMN05422183_METAG_JHPGKEIM,1,1,1,0.5,1,1,1,1,0,1,1,1,1,0.666666667,1,1,0,1,0,1,0,0.666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MALA_SAMN05422183_METAG_JLJMPAKM,1,1,1,0.5,1,1,1,1,0,0,1,0,0,0.75,1,1,0,1,0,0,0,0.666666667,0,0,0,0,0,1,1,0,0,0,0,0,0,0
MALA_SAMN05422183_METAG_LIMHALAL,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALA_SAMN05422183_METAG_LKHOKPLK,0.5,0,0,1,0,1,0,0,0,0,1,0,0,0.75,1,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALA_SAMN05422183_METAG_NDBHJICO,0.5,1,0,1,1,1,1,1,1,1,0,1,1,0.333333333,0,0.5,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALA_SAMN05422183_METAG_NFEBJHBO,1,1,1,1,1,1,1,1,1,0,0,1,1,0.333333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422183_METAG_NJHLMNDC,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALA_SAMN05422183_METAG_NNKMKILK,1,1,1,1,1,1,1,1,1,0,0,1,1,0.75,0,0,0,0,0,0,0,0.666666667,0,0,0,1,0,0,0,0,0,0,0.666666667,0,0,0
MALA_SAMN05422183_METAG_NOLPGDMN,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0.333333333,0,0,0,0,0,0,1,0,0,0,0.666666667,0,0,0
MALA_SAMN05422183_METAG_OANKMIKI,1,1,1,0.5,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422188_METAG_AIKGMMGA,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0.666666667,0,1,1,0,1,0,0,0,1,0,0.333333333,1,0,0
MALA_SAMN05422188_METAG_BLAMGLMI,1,1,1,0,1,1,0,0,0,0,1,0,0,0.666666667,1,0,0,1,0,1,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0.333333333,0,0,0
MALA_SAMN05422188_METAG_HFKKKKGB,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0.333333333,0,0,0,1,1,0,0,0,1,0,0.333333333,0,0,0
MALA_SAMN05422188_METAG_LLBMOAPB,1,1,1,1,1,1,0,0,0,0,1,1,1,0.833333333,1,0,0,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MALA_SAMN05422188_METAG_MLOGCHOI,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0.333333333,0,0,0
MALA_SAMN05422188_METAG_NJHGHIHH,1,1,1,1,1,1,1,1,1,1,0,1,1,0.666666667,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0
MALA_SAMN05422188_METAG_NPFLJJIF,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
MALA_SAMN05422189_METAG_BDBAKDIJ,1,1,1,1,1,0,0,1,1,1,0,1,1,0.833333333,0,0.5,1,1,0,0,1,0.333333333,0,0,0,1,1,0,0,1,0,0,1,0,0,0
MALA_SAMN05422189_METAG_HFLHJDGN,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0.5,1,0,1,0,0,0.666666667,0,0,0,1,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422189_METAG_HMCFPIOA,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.5,0,0,1,0,0,0.333333333,1,0,0,1,1,0,0,0,0,0,0,0,1,0
MALA_SAMN05422189_METAG_KCGOLHEM,1,1,1,0,1,0,0,0,0,0,1,0,0,0.666666667,1,0,0,0,0,1,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422189_METAG_KDFHKFLA,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0.5,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.333333333,0,0,0
MALA_SAMN05422189_METAG_OAHKELEK,0.666666667,1,0,0,1,1,0,0,1,1,0,0,0,0.75,1,0.5,0,1,0,0,0,0.333333333,1,0,0,1,0,0,0,0,0,0,0.666666667,0,0,0
MALA_SAMN05422189_METAG_PHEKIOAM,0.5,1,0,0.5,1,1,1,1,0,0,1,1,1,0.333333333,1,1,0,1,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALA_SAMN05422191_METAG_CCFOIEBK,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0.5,1,0,1,1,0,0.666666667,0,0,1,0,0,0,0,0,1,0,1,0,0,0
MALA_SAMN05422191_METAG_FAHFBJCK,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
MALA_SAMN05422191_METAG_HGIAEFOK,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.333333333,0,0,0,1,1,0,0,0,1,0,0.666666667,0,0,0
MALA_SAMN05422191_METAG_MJFFLHCL,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0.333333333,1,0,0
MALA_SAMN05422191_METAG_MKDPFEDB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0.666666667,0,0,0,0,1,0,0,0,1,0,0,0,0,0
MALA_SAMN05422191_METAG_NGEJLDDN,1,1,1,0.5,0,1,1,1,0,0,1,0,0,0.666666667,1,1,0,1,0,0,0,0.333333333,0,0,0,0,0,0,1,0,0,0,0.333333333,0,0,0
MALA_SAMN05422191_METAG_PIIGNPOI,1,1,1,0.5,0,1,1,1,0,0,1,0,0,0.666666667,1,0.5,0,1,0,1,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALA_SAMN05422192_METAG_AOEDDAAO,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0.666666667,0,0,0,1,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422192_METAG_FKOPPPMP,1,1,1,1,1,1,1,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALA_SAMN05422192_METAG_FMDMGIFD,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0.666666667,0,0,0,0,0,1,1,0,0,0,0.666666667,0,0,0
MALA_SAMN05422192_METAG_HIMHNJJP,1,1,1,0.5,1,1,1,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALA_SAMN05422192_METAG_HNEHEAED,0.666666667,1,0,1,1,0,1,0,0,1,0,1,1,0.333333333,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422192_METAG_IHCHHNMK,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422192_METAG_ILDNIHBB,1,1,1,1,1,1,1,1,1,0,0,1,1,0.666666667,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422192_METAG_KFDDCOKA,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422192_METAG_MCLJMJNK,1,1,1,1,1,1,1,1,1,0,0,1,1,0.666666667,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422192_METAG_OKDKCHDL,1,1,0,1,1,1,1,1,1,1,1,1,1,0.833333333,1,0,0,1,0,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.333333333,1,0,0
MALA_SAMN05422192_METAG_OLOJNECD,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0.5,0,1,0,0,0,0.666666667,1,0,0,1,0,0,0,0,0,0,0.666666667,0,0,0
MALA_SAMN05422192_METAG_OPGIDGFE,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.5,0,0,0,0,0,0.666666667,0,0,0,0,0,1,0,0,0,0,0.666666667,0,0,0
MALA_SAMN05422194_METAG_DKEMOGHG,0.5,1,0,1,1,0,1,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALA_SAMN05422194_METAG_FGINBBMG,1,1,1,1,1,0,0,1,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422194_METAG_IIAHLBOG,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0.666666667,1,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422194_METAG_KCBEOOIE,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.666666667,0,0,0,1,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422194_METAG_KKDHJFJO,0.5,1,1,1,1,1,1,0,1,0,0,1,1,0.333333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422194_METAG_LMDNBJOG,1,1,1,0.5,0,1,1,1,0,0,1,0,0,0.666666667,0,1,0,1,0,1,0,0.666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MALA_SAMN05422194_METAG_MNDCOFGJ,1,1,1,0.5,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422194_METAG_OPCFFAAG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0.666666667,0,0,0
MALA_SAMN05422194_METAG_PCFGBHLA,1,1,0,1,1,1,1,1,1,1,1,1,1,0.666666667,1,0,0,1,0,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.333333333,1,0,0
MALA_SAMN05422194_METAG_PLKGLEKM,1,0,1,1,1,1,0,0,0,1,0,0,0,0.666666667,0,0.5,0,0,0,0,0,0.666666667,0,0,0,1,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422195_METAG_AFHLHIIC,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.333333333,1,0,0
MALA_SAMN05422195_METAG_AIMMFPLH,1,1,1,0.5,1,1,1,1,0,0,1,1,1,0.666666667,1,1,0,1,0,0,0,0.666666667,0,0,0,0,0,1,1,0,0,0,0.333333333,0,0,0
MALA_SAMN05422195_METAG_BKABFBAD,1,1,1,1,1,1,1,0,1,1,0,1,1,0.666666667,0,0.5,0,0,0,0,0,0.666666667,0,0,0,1,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422195_METAG_FKMIPFAM,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MALA_SAMN05422195_METAG_GDKEPMCO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0.666666667,0,0,0
MALA_SAMN05422195_METAG_GNIPIPMH,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
MALA_SAMN05422195_METAG_GOAGNGHJ,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALA_SAMN05422195_METAG_HHFKEAOP,1,0,1,1,1,1,1,1,1,0,0,0,0,0.75,0,0.5,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALA_SAMN05422195_METAG_HJJKDBEC,0.5,1,0,1,0,1,0,0,0,0,1,0,0,0.5,1,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALA_SAMN05422195_METAG_HPOLIJEG,1,1,1,0.5,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
MALA_SAMN05422195_METAG_IOIBHIMP,1,1,1,1,1,1,1,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALA_SAMN05422195_METAG_IPHCLLAL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALA_SAMN05422195_METAG_JKDMMCAG,1,1,1,0.5,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0.666666667,0,0,0,0,0,1,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422195_METAG_JNOFIBKA,1,1,1,1,1,1,1,1,1,0,0,1,1,0.666666667,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422195_METAG_KAKDADMC,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0.666666667,0,0,0,0,0,1,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422195_METAG_LGAFAOBN,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALA_SAMN05422195_METAG_LPGNDHKG,1,1,0,1,1,1,1,1,1,1,1,1,1,0.833333333,1,0,0,1,0,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.333333333,1,0,0
MALA_SAMN05422195_METAG_MEMLAPEP,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,0,0,0,0,0,0.666666667,1,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422195_METAG_NEANBIPH,1,1,1,1,1,1,1,1,1,1,0,1,1,0.833333333,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0
MALA_SAMN05422195_METAG_NFJEGACK,1,1,1,0.5,1,0,1,1,0,0,1,0,0,0.666666667,1,1,0,1,0,1,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422195_METAG_NJLALEJO,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0.666666667,1,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422195_METAG_PANGFIJM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0.333333333,0,0,0
MALA_SAMN05422195_METAG_PECLNFFK,1,1,1,1,1,1,1,1,1,0,0,1,1,0.75,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
MALA_SAMN05422195_METAG_PMIFNHNL,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0.5,0,0,1,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422226_METAG_AHNFNLBJ,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALA_SAMN05422226_METAG_AIBLHFFA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0.333333333,0,0,0,0,0,0,1,0,0,0,0.666666667,0,0,0
MALA_SAMN05422226_METAG_AIKDCFNC,0.5,1,0,1,0,1,0,0,0,0,1,0,0,0.75,1,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALA_SAMN05422226_METAG_BHBKOHHP,1,1,1,1,1,1,1,1,1,0,0,1,1,0.666666667,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422226_METAG_CAMLPNKF,1,1,0,1,1,1,1,1,1,0,0,1,1,0.5,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422226_METAG_EJEPAIKM,1,1,1,1,1,1,0,0,0,1,0,1,1,0.5,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALA_SAMN05422226_METAG_EKPLMNJC,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.333333333,1,0,0
MALA_SAMN05422226_METAG_FBOMIGIC,1,1,1,0.5,0,1,1,1,0,0,1,0,0,0.833333333,1,1,0,1,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422226_METAG_FJOEKLNE,1,1,1,1,1,1,1,0,1,1,0,1,1,0.666666667,0,0.5,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALA_SAMN05422226_METAG_HEBGJPPA,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
MALA_SAMN05422226_METAG_HKKPHHBM,1,1,1,0.5,1,1,1,1,0,1,1,1,1,0.666666667,1,1,0,1,0,1,0,0.666666667,0,0,0,0,0,1,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422226_METAG_HMEFJPPM,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0.666666667,0,0,0,0,0,1,0,0,0,0,0.666666667,0,0,0
MALA_SAMN05422226_METAG_JDJJKMEO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0.666666667,0,0,0,0,0,1,1,0,0,0,0.666666667,0,0,0
MALA_SAMN05422226_METAG_KCHCPABP,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0.5,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MALA_SAMN05422226_METAG_LFOGBKLO,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
MALA_SAMN05422226_METAG_MCBIJKAE,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALA_SAMN05422226_METAG_NELIBDBN,1,1,0,1,1,1,1,1,1,1,1,1,1,0.833333333,1,0,0,1,0,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.333333333,1,0,0
MALA_SAMN05422226_METAG_PBGBAJMI,1,1,1,1,1,0,0,1,1,0,0,1,1,0.333333333,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MARD_SAMD00000021_REFG_MMP00000021,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0.666666667,1,0,0,1,1,0,0,0,1,1,0.666666667,0,1,0
MARD_SAMD00000348_REFG_MMP00000348,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MARD_SAMD00000349_REFG_MMP00000349,1,1,0,1,1,0,1,0,1,1,0,0,0,0.333333333,0,0.5,1,1,0,0,0,0.333333333,0,0,0,1,1,0,0,0,0,0,0,0,0,0
MARD_SAMD00000371_REFG_MMP00000371,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0.333333333,1,0,0,0,1,0,0,0,0,0,0.333333333,0,0,0
MARD_SAMD00000372_REFG_MMP00000372,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0.666666667,0,0,0,0,1,0,0,0,0,0,0.333333333,0,1,0
MARD_SAMD00000377_REFG_MMP00000377,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0.333333333,1,1,1,1,1,0,0,0,1,0,0.333333333,0,0,0
MARD_SAMD00000384_REFG_MMP00000384,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0.333333333,0,0,0,0,1,0,0,1,0,0,0.666666667,0,0,0
MARD_SAMD00000386_REFG_MMP00000386,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0.333333333,1,1,1,1,1,0,0,0,1,0,0.333333333,0,0,0
MARD_SAMD00000387_REFG_MMP00000387,1,1,1,1,1,0,0,1,1,1,1,0,0,0.833333333,1,0,0,1,1,0,0,0.666666667,1,0,0,1,1,0,0,0,0,0,0,0,1,0
MARD_SAMD00000390_REFG_MMP00000390,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0.333333333,0,0,0,1,1,0,0,0,1,0,0,0,0,0
MARD_SAMD00000391_REFG_MMP00000391,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0.333333333,0,1,1,1,1,0,0,0,0,0,0,0,1,0
MARD_SAMD00000403_REFG_MMP00000403,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0.333333333,0,0,0,0,1,0,0,1,0,1,0.333333333,0,0,0
MARD_SAMD00000404_REFG_MMP00000404,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.333333333,0,0,0,0,1,0,0,1,0,1,0.333333333,0,0,0
MARD_SAMD00000408_REFG_MMP00000408,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0.333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MARD_SAMD00000424_REFG_MMP00000424,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARD_SAMD00000429_REFG_MMP00000429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.666666667,1,1,0,1,0,0,0,0,0,0,1,0,0,0
MARD_SAMD00000436_REFG_MMP00000436,1,1,0,0,1,1,0,0,0,0,0,0,1,0.75,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
