"","Step1:K00812","Step1:K00813","Step1:K11358","Step1:K14454","Step1:K00811","Step1:K14455","Step2:K17950","Step3:K05884","Step4:K16845","Step4:K16846"
"MARD_SAMN02671312_SAGS_MMP02671312",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671314_SAGS_MMP02671314",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671315_SAGS_MMP02671315",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671318_SAGS_MMP02671318",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671322_SAGS_MMP02671322",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671323_SAGS_MMP02671323",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671324_SAGS_MMP02671324",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671326_SAGS_MMP02671326",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671327_SAGS_MMP02671327",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671328_SAGS_MMP02671328",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671330_SAGS_MMP02671330",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671333_SAGS_MMP02671333",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671338_SAGS_MMP02671338",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671340_SAGS_MMP02671340",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671341_SAGS_MMP02671341",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671345_SAGS_MMP02671345",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671347_SAGS_MMP02671347",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671348_SAGS_MMP02671348",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671351_SAGS_MMP02671351",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671352_SAGS_MMP02671352",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671353_SAGS_MMP02671353",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671356_SAGS_MMP02671356",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671359_SAGS_MMP02671359",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671361_SAGS_MMP02671361",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671370_SAGS_MMP02671370",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671376_SAGS_MMP02671376",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671378_SAGS_MMP02671378",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671382_SAGS_MMP02671382",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671383_SAGS_MMP02671383",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671386_SAGS_MMP02671386",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671387_SAGS_MMP02671387",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671388_SAGS_MMP02671388",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671391_SAGS_MMP02671391",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671395_SAGS_MMP02671395",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671396_SAGS_MMP02671396",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671398_SAGS_MMP02671398",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN02671402_SAGS_MMP02671402",1,0,0,0,0,0,0,0,0,0
"MARD_SAMEA4644770_REFG_MMP4644770",1,0,0,0,0,0,0,0,0,0
"MARD_SAMEA4704834_REFG_MMP4704834",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN02900745_REFG_MMP02900745",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN02900763_REFG_MMP02900763",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN02933927_REFG_MMP02933927",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN06699246_REFG_MMP06699246",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN07508113_REFG_MMP07508113",0,1,0,0,0,0,0,0,0,0
"HOTS_SAMN07137026_METAG_MFABCEAI",0,0,0,0,0,0,0,0,0,0
"BATS_SAMN07137074_METAG_IMLDABME",0,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136492_METAG_ENPGIJIN",0,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136492_METAG_CCFJDOKP",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN08683338_REFG_MMP08683338",0,1,0,0,0,0,0,0,0,0
"MARD_SAMN08776299_REFG_MMP08776299",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN08984058_REFG_MMP08984058",0,1,0,0,0,0,0,0,0,0
"MARD_SAMN08984061_REFG_MMP08984061",0,1,0,0,0,0,0,0,0,0
"MARD_SAMN08984062_REFG_MMP08984062",0,1,0,0,0,0,0,0,0,0
"MARD_SAMN08984073_REFG_MMP08984073",0,1,0,0,0,0,0,0,0,0
"MARD_SAMN08984075_REFG_MMP08984075",0,1,0,0,0,0,0,0,0,0
"MARD_SAMN09074869_REFG_MMP09074869",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN09075500_REFG_MMP09075500",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN09269770_REFG_MMP09269770",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN09478201_REFG_MMP09478201",1,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136961_METAG_DIJKKHNN",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN09939643_REFG_MMP09939643",1,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136641_METAG_FKPOKBAH",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN04488001_REFG_MMP04488001",1,1,0,0,0,0,0,0,0,0
"MARD_SAMN04488013_REFG_MMP04488013",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN04488041_REFG_MMP04488041",1,1,0,0,0,0,0,0,0,0
"BGEO_SAMN07136641_METAG_NEJDFNEI",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN04488117_REFG_MMP04488117",1,1,0,0,0,0,0,0,0,0
"MARD_SAMN04489796_REFG_MMP04489796",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN04515658_REFG_MMP04515658",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN05216212_REFG_MMP05216212",0,1,0,0,0,0,1,0,0,0
"MARD_SAMN05216556_REFG_MMP05216556",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN05216562_REFG_MMP05216562",0,1,0,0,0,0,0,0,0,0
"MARD_SAMN05421791_REFG_MMP05421791",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN05444004_REFG_MMP05444004",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN05444851_REFG_MMP05444851",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN05660420_REFG_MMP05660420",0,1,1,0,0,0,0,0,0,0
"MARD_SAMN06074325_REFG_MMP06074325",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN06698958_REFG_MMP06698958",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN07818930_REFG_MMP07818930",0,1,0,0,0,0,0,0,0,0
"MARD_SAMN07956259_REFG_MMP07956259",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN08372522_REFG_MMP08372522",0,0,1,0,0,0,0,0,0,0
"MARD_SAMN08493996_REFG_MMP08493996",1,0,1,0,0,0,0,0,0,0
"MARD_SAMN08965200_SAGS_MMP08965200",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN09217665_REFG_MMP09217665",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN05418008_REFG_MMP05418008",0,1,0,0,0,0,0,0,0,0
"MARD_SAMN05418056_REFG_MMP05418056",0,1,0,0,0,0,0,0,0,0
"MARD_SAMN05418085_REFG_MMP05418085",0,1,0,0,0,0,0,0,0,0
"MARD_SAMN05418104_REFG_MMP05418104",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2620418_METAG_CMELEPCH",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621033_METAG_LJLCEHMF",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621033_METAG_FAMLENEI",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621033_METAG_OJHGIKEF",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621033_METAG_NEGOFCAG",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621033_METAG_HPDICKAJ",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621033_METAG_GHAGGLBI",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2621033_METAG_PDDKLNOI",1,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2621221_METAG_CADAAFFL",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2621221_METAG_FGHHPIGE",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621221_METAG_NJDFPJFN",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621221_METAG_ODHKKLDC",1,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2621221_METAG_POEOLOPA",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2621221_METAG_CDBJJPBC",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2621221_METAG_IBLIFLCB",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396941_METAG_KOHNNCAO",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396941_METAG_CPLIIFED",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396941_METAG_ICBODMNL",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396941_METAG_GOPCEFOI",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396941_METAG_AGJLFOJP",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4396941_METAG_BOHBJJCL",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396941_METAG_OMOLOLCJ",1,0,0,0,0,0,0,1,0,0
"TARA_SAMEA4396941_METAG_EHPFJEKM",1,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4396941_METAG_ANGFCFKP",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396941_METAG_DAEMDCCH",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396941_METAG_GBCKAMCN",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396941_METAG_DEALNPHM",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396941_METAG_GAMLHABJ",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396941_METAG_GCBJDNGC",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396941_METAG_JFDOBMBJ",1,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4396941_METAG_HPIJEBEK",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396941_METAG_OBAPEPOI",1,0,0,0,0,0,0,1,0,0
"TARA_SAMEA4396941_METAG_JPPFBIEP",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396941_METAG_NOELLPIB",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397174_METAG_GLGEKIIF",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397174_METAG_MAHICFFA",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397174_METAG_AFFGOPDB",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397174_METAG_KMPDDMPD",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397174_METAG_NKFCNDGN",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397174_METAG_MHFDPNDL",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397174_METAG_GKKEKHPG",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397174_METAG_JCGEKDII",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397174_METAG_GOENKPLH",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397174_METAG_KODKHPCO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397174_METAG_DJCMNOCM",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397174_METAG_DEFKNDAM",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397174_METAG_HCKCPCIB",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397174_METAG_KNDEEOOG",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622843_METAG_BGMDGEHN",1,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136641_METAG_FNCNJBPL",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622843_METAG_LGFBIMFD",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622843_METAG_KHMHMHPH",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622843_METAG_DODDHPJP",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622843_METAG_ILBKPKGF",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2622843_METAG_CIKCJHDO",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622843_METAG_AHKNABLD",1,0,0,0,0,0,0,0,0,0
"HOTS_SAMN07137021_METAG_CJGEJCEJ",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622843_METAG_AAIFKBJE",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622843_METAG_EIKLDKPN",1,0,0,0,0,0,0,0,0,0
"HOTS_SAMN07137021_METAG_FDCCMDHB",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622843_METAG_FFJMJKLF",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622843_METAG_BIDPEAGP",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622843_METAG_AKCCGCGM",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2622843_METAG_OOKPOENG",1,0,0,0,0,0,0,0,0,0
"BATS_SAMN07137099_METAG_JIHFNIGF",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622843_METAG_AGOKEBFP",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620360_METAG_LLLIKLHE",1,0,0,0,0,0,1,0,0,0
"TARA_SAMEA4397815_METAG_FLLCJPDN",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397815_METAG_DBAPLNAK",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397815_METAG_ALEIDEAC",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397815_METAG_ODHNOEIJ",1,0,0,0,0,0,0,0,0,0
"BATS_SAMN07137099_METAG_KBCHOIPA",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622695_METAG_CMNDNPIH",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622695_METAG_IJMMAGNC",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622695_METAG_IKHODGJK",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622695_METAG_HNHEENKK",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622695_METAG_BKLKAHFI",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622695_METAG_IFGGJMBE",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622695_METAG_DJPNKLFL",0,0,1,0,0,0,1,0,0,0
"TARA_SAMEA2622695_METAG_LIAKHOJI",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622695_METAG_MJBOOMLP",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2621003_METAG_FDGNJBKC",0,0,1,0,0,0,1,0,1,0
"TARA_SAMEA2621003_METAG_FNODJDJF",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2621003_METAG_FPHBEHNI",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2621003_METAG_GMIFOLBP",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621003_METAG_LNIBMDDH",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621003_METAG_IGPDCLAD",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620039_METAG_JCLMFLPE",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620039_METAG_KKLPJPAI",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620039_METAG_AIPMJHHC",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623385_METAG_KHAAGJGD",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622658_METAG_HKOEJCMB",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622658_METAG_IEPAEJBE",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622658_METAG_AJLAONGD",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622658_METAG_EMGLIGIC",1,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2622658_METAG_OHKNJPFH",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2622658_METAG_JLDFMNFA",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622658_METAG_FCPMGNKJ",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622658_METAG_BIOHAFGK",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622658_METAG_FLACJIGF",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622658_METAG_FENJHKNI",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622658_METAG_OHEBIPHI",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396489_METAG_EKMPLKHN",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396489_METAG_MDOHJCPP",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396489_METAG_DJIFJGEM",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396489_METAG_IALLJMLG",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4396489_METAG_JALNKDBG",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4396489_METAG_FOIOMJJK",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4396489_METAG_OHFJPIGF",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397295_METAG_PDFOFGBN",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397295_METAG_ABIAKAHL",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397295_METAG_JMJMPGEN",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397295_METAG_CEPNIJJP",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397295_METAG_BCLGEGII",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397295_METAG_DNKPHOFJ",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397295_METAG_PFFAEIFD",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397295_METAG_MHDJJPBC",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397295_METAG_GPHHNLIJ",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397295_METAG_AEBNHGML",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397295_METAG_PBGGGIEF",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397295_METAG_EHAPDEEH",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397295_METAG_EEDKDMLB",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397363_METAG_AEPKCCPD",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397363_METAG_PMFEPMMO",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397363_METAG_AEEBNGDC",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397363_METAG_ABCGMNKN",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397363_METAG_FGMPNEHN",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397363_METAG_IPPPGGPG",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397363_METAG_FLELLCPH",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397363_METAG_OFDCCJDE",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397363_METAG_OMOAJJIB",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397666_METAG_DFDDHIPL",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397666_METAG_DGJDPJND",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397666_METAG_ABMNFKNA",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397666_METAG_CIGKHCOA",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397666_METAG_IHBCKNPF",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397666_METAG_EOMMOCNE",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397666_METAG_OCALNNGA",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397666_METAG_GMAOCPEI",1,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397666_METAG_HIJOACGG",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397666_METAG_KACOENPP",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397666_METAG_KNLNGBDI",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622752_METAG_LBHLINCN",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621271_METAG_BHECBMAO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621271_METAG_EKEJJPPL",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622331_METAG_PCJNELNH",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622331_METAG_HHLOOKAC",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622331_METAG_FDMJHEJC",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622331_METAG_GOGCJBPM",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2622331_METAG_MFBNKIHG",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2622331_METAG_HOABBDLP",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621107_METAG_OEIPCIJC",1,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2621107_METAG_BHMONOME",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621107_METAG_BHLPIIGN",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621107_METAG_LKOLLOMP",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621107_METAG_GGNIMIAO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397722_METAG_PCIDHKCO",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397722_METAG_AJLNCMGG",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397722_METAG_OJIOHCID",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397722_METAG_OFCPHGHF",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397722_METAG_OBKNHCMC",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397722_METAG_MGDKDHFH",1,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397722_METAG_HBDLFOMI",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397722_METAG_IBOGJAGP",0,0,0,0,0,0,1,0,0,0
"TARA_SAMEA4397409_METAG_IKONEKMP",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397409_METAG_PLCFIGDE",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397409_METAG_CEKAPGAI",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397409_METAG_ICDGGMIP",1,0,0,0,0,0,0,0,1,0
"TARA_SAMEA4397409_METAG_MDGGIKEE",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397409_METAG_HDOPNNJF",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397409_METAG_EPECHCFN",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397409_METAG_FPHLEBFB",1,1,0,0,0,0,1,0,0,0
"TARA_SAMEA4397409_METAG_EKHGNNDM",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397409_METAG_PFLMDAOC",1,0,0,0,0,0,0,0,0,0
"BATS_SAMN07137099_METAG_MFELMAGD",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622764_METAG_AMGFCHMA",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2622764_METAG_CINNBONL",1,0,0,0,0,0,0,0,0,0
"BATS_SAMN07137099_METAG_IHANMKPP",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622764_METAG_LKDHNOPO",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2622764_METAG_LNMMEEIH",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2622764_METAG_MGMMCFDP",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622764_METAG_JFJHPJGE",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2622737_METAG_HMPONALC",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622737_METAG_ILOBPGPP",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2622737_METAG_PGJCDJAM",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622737_METAG_DCIGKCNG",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2622737_METAG_IDAHLIGD",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622737_METAG_EKEDBMAB",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622737_METAG_AJHOMIFH",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622737_METAG_IKOJBGDF",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622737_METAG_AJMFAIPI",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622737_METAG_OIBLHIII",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622737_METAG_BHBAKILJ",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622737_METAG_FELHNLIL",1,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2622737_METAG_KFPGAMIC",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622737_METAG_BDNDDJPN",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2622737_METAG_EFODFHBB",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622737_METAG_BCBPKBNG",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2622737_METAG_EACCIMDA",1,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2622737_METAG_AMIDIFHB",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622737_METAG_CFNMCAOD",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2622737_METAG_LEGMAKBJ",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA4397627_METAG_FONBEJPD",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397627_METAG_NMOAHGGM",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397627_METAG_CHEGMPDC",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397627_METAG_NKPKFEFG",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397627_METAG_APIAHANE",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397627_METAG_KDFFDGCJ",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397627_METAG_FHCHCONO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397627_METAG_CONFBDMO",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397627_METAG_IBFNBBCO",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621448_METAG_JOKDGAFH",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621448_METAG_LBNAEFAD",0,0,0,0,0,0,0,0,0,0
